sequence,project,file path,file name,line number,git command,commit link,,,,,,,,,
144,apache/camel,components/camel-grpc/src/main/java/org/apache/camel/component/grpc/client/GrpcResponseRouterStreamObserver.java,GrpcResponseRouterStreamObserver.java,L55 - L56,git diff 2037535 5908343 components/camel-grpc/src/main/java/org/apache/camel/component/grpc/client/GrpcResponseRouterStreamObserver.java,https://github.com/apache/camel/commit/590834380a57a8061d1bb512ee55e68b74025cb0,,,,,,,,,
145,apache/camel,components/camel-grpc/src/main/java/org/apache/camel/component/grpc/client/GrpcResponseRouterStreamObserver.java,GrpcResponseRouterStreamObserver.java,L66 - L67,git diff 2037535 5908343 components/camel-grpc/src/main/java/org/apache/camel/component/grpc/client/GrpcResponseRouterStreamObserver.java,https://github.com/apache/camel/commit/590834380a57a8061d1bb512ee55e68b74025cb0,,,,,,,,,
146,apache/camel,components/camel-grpc/src/main/java/org/apache/camel/component/grpc/client/GrpcResponseRouterStreamObserver.java,GrpcResponseRouterStreamObserver.java,L76 - L77,git diff 2037535 5908343 components/camel-grpc/src/main/java/org/apache/camel/component/grpc/client/GrpcResponseRouterStreamObserver.java,https://github.com/apache/camel/commit/590834380a57a8061d1bb512ee55e68b74025cb0,,,,,,,,,
147,apache/camel,camel-core/src/main/java/org/apache/camel/impl/converter/BaseTypeConverterRegistry.java,BaseTypeConverterRegistry.java,L502 - L502,git diff a13a9e1 06c2432 camel-core/src/main/java/org/apache/camel/impl/converter/BaseTypeConverterRegistry.java,https://github.com/apache/camel/commit/06c24320fe96ebb957f6160634b3831b09c7f198,,,,,,,,,
148,apache/camel,camel-core/src/main/java/org/apache/camel/impl/ProducerCache.java,ProducerCache.java,L310 - L336,git diff 291b481 cd9a266 camel-core/src/main/java/org/apache/camel/impl/ProducerCache.java,https://github.com/apache/camel/commit/cd9a266de9b23629a0ac8b8e3203113ffd8ba8ad,,,,,,,,,
149,apache/camel,camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,DefaultCamelContext.java,L472 - L475,git diff 9d946dc 248cb88 camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,https://github.com/apache/camel/commit/248cb88ffca1dfe5ae26f4dbbac6348a5b042523,,,,,,,,,
150,apache/camel,camel-core/src/main/java/org/apache/camel/impl/DefaultFactoryFinder.java,DefaultFactoryFinder.java,L82 - L82,git diff 9d946dc 248cb88 camel-core/src/main/java/org/apache/camel/impl/DefaultFactoryFinder.java,https://github.com/apache/camel/commit/248cb88ffca1dfe5ae26f4dbbac6348a5b042523,,,,,,,,,
151,apache/camel,camel-core/src/main/java/org/apache/camel/impl/DefaultFactoryFinder.java,DefaultFactoryFinder.java,L163 - L173,git diff 9d946dc 248cb88 camel-core/src/main/java/org/apache/camel/impl/DefaultFactoryFinder.java,https://github.com/apache/camel/commit/248cb88ffca1dfe5ae26f4dbbac6348a5b042523,,,,,,,,,
152,apache/camel,camel-core/src/main/java/org/apache/camel/processor/Throttler.java,Throttler.java,L517 - L517,git diff 9d946dc 248cb88 camel-core/src/main/java/org/apache/camel/processor/Throttler.java,https://github.com/apache/camel/commit/248cb88ffca1dfe5ae26f4dbbac6348a5b042523,,,,,,,,,
153,apache/camel,camel-core/src/main/java/org/apache/camel/processor/Throttler.java,Throttler.java,L517 - L517,git diff dd39d79 8517fdf camel-core/src/main/java/org/apache/camel/processor/Throttler.java,https://github.com/apache/camel/commit/8517fdfc2d934bc4bd1254dcd983e02b3ef4f5e8,,,,,,,,,
154,apache/camel,camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,DefaultCamelContext.java,L464 - L467,git diff 2a8432d 9fc335f camel-core/src/main/java/org/apache/camel/impl/DefaultCamelContext.java,https://github.com/apache/camel/commit/9fc335ffa767df4cf06c5127733518758c2c8fda,,,,,,,,,
155,apache/camel,components/camel-service/src/main/java/org/apache/camel/component/service/ServiceComponent.java,ServiceComponent.java,L70 - L74,git diff d45a5df 4512c44 components/camel-service/src/main/java/org/apache/camel/component/service/ServiceComponent.java,https://github.com/apache/camel/commit/4512c44b37332871c65ba156e4be6b5be2939e0d,,,,,,,,,
156,apache/camel,components/camel-spring-cloud/src/main/java/org/apache/camel/spring/cloud/CamelSpringCloudServiceLoadBalancer.java,CamelSpringCloudServiceLoadBalancer.java,L66 - L66,git diff d45a5df 4512c44 components/camel-spring-cloud/src/main/java/org/apache/camel/spring/cloud/CamelSpringCloudServiceLoadBalancer.java,https://github.com/apache/camel/commit/4512c44b37332871c65ba156e4be6b5be2939e0d,,,,,,,,,
157,apache/camel,camel-core/src/main/java/org/apache/camel/impl/cloud/StaticServiceDiscovery.java,StaticServiceDiscovery.java,L138 - L138,git diff bf088d7 5e6b7f0 camel-core/src/main/java/org/apache/camel/impl/cloud/StaticServiceDiscovery.java,https://github.com/apache/camel/commit/5e6b7f0ac057e201d1bca18adaeb667e64d3de10,,,,,,,,,
158,apache/camel,components/camel-micrometer/src/main/java/org/apache/camel/component/micrometer/eventnotifier/MicrometerExchangeEventNotifier.java,MicrometerExchangeEventNotifier.java,L39 - L39,git diff 3871572 2e437b7 components/camel-micrometer/src/main/java/org/apache/camel/component/micrometer/eventnotifier/MicrometerExchangeEventNotifier.java,https://github.com/apache/camel/commit/2e437b7e79b797193a78b5c263e6d3ca8ff40007,,,,,,,,,
159,apache/camel,components/camel-micrometer/src/main/java/org/apache/camel/component/micrometer/AbstractMicrometerProducer.java,AbstractMicrometerProducer.java,L93 - L94,git diff 949feeb 0433154 components/camel-micrometer/src/main/java/org/apache/camel/component/micrometer/AbstractMicrometerProducer.java,https://github.com/apache/camel/commit/043315469656bcc9f8c0c07868cda92bbd14f472,,,,,,,,,
160,apache/camel,components/camel-mongodb3/src/main/java/org/apache/camel/component/mongodb3/MongoDbProducer.java,MongoDbProducer.java,L523 - L523,git diff 9e773e0 90580cc components/camel-mongodb3/src/main/java/org/apache/camel/component/mongodb3/MongoDbProducer.java,https://github.com/apache/camel/commit/90580cc9e43e13e1f2aa50bc48f188e3bdc440d4,,,,,,,,,
161,apache/camel,components/camel-salesforce/camel-salesforce-component/src/main/java/org/apache/camel/component/salesforce/internal/processor/AbstractRestProcessor.java,AbstractRestProcessor.java,L275 - L275,git diff 2de79b4 eb38af7 components/camel-salesforce/camel-salesforce-component/src/main/java/org/apache/camel/component/salesforce/internal/processor/AbstractRestProcessor.java,https://github.com/apache/camel/commit/eb38af78b850541037e14d4ce0919b13ed4b81c6,,,,,,,,,
162,apache/camel,components/camel-salesforce/camel-salesforce-component/src/main/java/org/apache/camel/component/salesforce/internal/processor/AbstractRestProcessor.java,AbstractRestProcessor.java,L302 - L302,git diff 2de79b4 eb38af7 components/camel-salesforce/camel-salesforce-component/src/main/java/org/apache/camel/component/salesforce/internal/processor/AbstractRestProcessor.java,https://github.com/apache/camel/commit/eb38af78b850541037e14d4ce0919b13ed4b81c6,,,,,,,,,
163,apache/camel,components/camel-salesforce/camel-salesforce-component/src/main/java/org/apache/camel/component/salesforce/internal/processor/AbstractRestProcessor.java,AbstractRestProcessor.java,L694 - L694,git diff 2de79b4 eb38af7 components/camel-salesforce/camel-salesforce-component/src/main/java/org/apache/camel/component/salesforce/internal/processor/AbstractRestProcessor.java,https://github.com/apache/camel/commit/eb38af78b850541037e14d4ce0919b13ed4b81c6,,,,,,,,,
164,apache/camel,components/camel-salesforce/camel-salesforce-component/src/main/java/org/apache/camel/component/salesforce/internal/processor/AbstractRestProcessor.java,AbstractRestProcessor.java,L698 - L698,git diff 2de79b4 eb38af7 components/camel-salesforce/camel-salesforce-component/src/main/java/org/apache/camel/component/salesforce/internal/processor/AbstractRestProcessor.java,https://github.com/apache/camel/commit/eb38af78b850541037e14d4ce0919b13ed4b81c6,,,,,,,,,
165,apache/camel,tooling/camel-route-parser/src/test/java/org/apache/camel/parser/java/RoasterRouteDuplicateIdBuilderDCamelTestSupportTest.java,RoasterRouteDuplicateIdBuilderDCamelTestSupportTest.java,L48 - L48,git diff ce6a953 553788b tooling/camel-route-parser/src/test/java/org/apache/camel/parser/java/RoasterRouteDuplicateIdBuilderDCamelTestSupportTest.java,https://github.com/apache/camel/commit/553788bba4ee7a5513d7c43f73573169a6411be5,,,,,,,,,
166,apache/camel,connectors/camel-connector/src/main/java/org/apache/camel/component/connector/ConnectorModel.java,ConnectorModel.java,L71 - L71,git diff 9c5b4be a750723 connectors/camel-connector/src/main/java/org/apache/camel/component/connector/ConnectorModel.java,https://github.com/apache/camel/commit/a7507237d680163a0f5672c466c1e4a9a7219d49,,,,,,,,,
167,apache/camel,components/camel-zookeeper/src/main/java/org/apache/camel/component/zookeeper/ha/ZooKeeperClusterView.java,ZooKeeperClusterView.java,L121 - L121,git diff dfbf7cc 96a7cfd components/camel-zookeeper/src/main/java/org/apache/camel/component/zookeeper/ha/ZooKeeperClusterView.java,https://github.com/apache/camel/commit/96a7cfdd691c35ca5c8d66de60103fa799aec9eb,,,,,,,,,
168,apache/camel,components/camel-servicenow/camel-servicenow-maven-plugin/src/main/java/org/apache/camel/maven/CamelServiceNowGenerateMojo.java,CamelServiceNowGenerateMojo.java,L257 - L261,git diff 8d66f16 e37135f components/camel-servicenow/camel-servicenow-maven-plugin/src/main/java/org/apache/camel/maven/CamelServiceNowGenerateMojo.java,https://github.com/apache/camel/commit/e37135fbc9f8b777d8001f6b136c651b695fe49e,,,,,,,,,
169,apache/camel,components/camel-mongodb/src/main/java/org/apache/camel/component/mongodb/MongoDbProducer.java,MongoDbProducer.java,L289 - L295,git diff 5407359 00fda9d components/camel-mongodb/src/main/java/org/apache/camel/component/mongodb/MongoDbProducer.java,https://github.com/apache/camel/commit/00fda9de987d4f30da18e441aac0fa0499ec06ec,,,,,,,,,
170,apache/camel,components/camel-mongodb3/src/main/java/org/apache/camel/component/mongodb3/MongoDbProducer.java,MongoDbProducer.java,L319 - L328,git diff 5407359 00fda9d components/camel-mongodb3/src/main/java/org/apache/camel/component/mongodb3/MongoDbProducer.java,https://github.com/apache/camel/commit/00fda9de987d4f30da18e441aac0fa0499ec06ec,,,,,,,,,
171,apache/camel,camel-core/src/test/java/org/apache/camel/management/ManagedRouteNoAutoStartupTest.java,ManagedRouteNoAutoStartupTest.java,L79 - L82,git diff 6c8bed7 1da5d65 camel-core/src/test/java/org/apache/camel/management/ManagedRouteNoAutoStartupTest.java,https://github.com/apache/camel/commit/1da5d65979b4510439aef045a28134f111d677ed,,,,,,,,,
172,apache/camel,camel-core/src/test/java/org/apache/camel/management/ManagedRoutePerformanceCounterTest.java,ManagedRoutePerformanceCounterTest.java,L58 - L61,git diff 6c8bed7 1da5d65 camel-core/src/test/java/org/apache/camel/management/ManagedRoutePerformanceCounterTest.java,https://github.com/apache/camel/commit/1da5d65979b4510439aef045a28134f111d677ed,,,,,,,,,
173,apache/camel,camel-core/src/test/java/org/apache/camel/management/ManagedRouteStopAndStartCleanupTest.java,ManagedRouteStopAndStartCleanupTest.java,L58 - L61,git diff 6c8bed7 1da5d65 camel-core/src/test/java/org/apache/camel/management/ManagedRouteStopAndStartCleanupTest.java,https://github.com/apache/camel/commit/1da5d65979b4510439aef045a28134f111d677ed,,,,,,,,,
174,apache/camel,components/camel-atomix/src/main/java/org/apache/camel/component/atomix/ha/AtomixClusterView.java,AtomixClusterView.java,L72 - L72,git diff 21b65d9 14f88f2 components/camel-atomix/src/main/java/org/apache/camel/component/atomix/ha/AtomixClusterView.java,https://github.com/apache/camel/commit/14f88f2e6cc0733dc72ff35a05973787c8dfec44,,,,,,,,,
175,apache/camel,camel-core/src/main/java/org/apache/camel/management/mbean/ManagedRoute.java,ManagedRoute.java,L495 - L499,git diff 4a3debe ce4e8f7 camel-core/src/main/java/org/apache/camel/management/mbean/ManagedRoute.java,https://github.com/apache/camel/commit/ce4e8f7df2dbc2b8cf9b0a55c8bba01010ad3e86,,,,,,,,,
176,apache/camel,camel-core/src/main/java/org/apache/camel/management/mbean/ManagedRoute.java,ManagedRoute.java,L505 - L508,git diff 4a3debe ce4e8f7 camel-core/src/main/java/org/apache/camel/management/mbean/ManagedRoute.java,https://github.com/apache/camel/commit/ce4e8f7df2dbc2b8cf9b0a55c8bba01010ad3e86,,,,,,,,,
177,apache/camel,camel-core/src/main/java/org/apache/camel/management/mbean/ManagedRoute.java,ManagedRoute.java,L514 - L517,git diff 4a3debe ce4e8f7 camel-core/src/main/java/org/apache/camel/management/mbean/ManagedRoute.java,https://github.com/apache/camel/commit/ce4e8f7df2dbc2b8cf9b0a55c8bba01010ad3e86,,,,,,,,,
178,apache/camel,camel-core/src/main/java/org/apache/camel/management/mbean/StatisticMaximum.java,StatisticMaximum.java,L26 - L32,git diff 3081eda 8bf8cd1 camel-core/src/main/java/org/apache/camel/management/mbean/StatisticMaximum.java,https://github.com/apache/camel/commit/8bf8cd1c4b059b63101616adee2fbc2407181e57,,,,,,,,,
179,apache/camel,camel-core/src/main/java/org/apache/camel/management/mbean/StatisticMinimum.java,StatisticMinimum.java,L26 - L32,git diff 3081eda 8bf8cd1 camel-core/src/main/java/org/apache/camel/management/mbean/StatisticMinimum.java,https://github.com/apache/camel/commit/8bf8cd1c4b059b63101616adee2fbc2407181e57,,,,,,,,,
180,apache/camel,components/camel-test/src/main/java/org/apache/camel/test/junit4/CamelTestSupport.java,CamelTestSupport.java,L522 - L522,git diff a724619 46f429b components/camel-test/src/main/java/org/apache/camel/test/junit4/CamelTestSupport.java,https://github.com/apache/camel/commit/46f429b3b11916eb6b4cb1898beb33174dbb76c6,,,,,,,,,
181,apache/camel,components/camel-ahc/src/test/java/org/apache/camel/component/ahc/AhcComponentClientConfigGlobalSslContextParametersTest.java,AhcComponentClientConfigGlobalSslContextParametersTest.java,L32 - L32,git diff ef916c2 8471034 components/camel-ahc/src/test/java/org/apache/camel/component/ahc/AhcComponentClientConfigGlobalSslContextParametersTest.java,https://github.com/apache/camel/commit/8471034ce6d027b1614ca8e98633321b5e26410f,,,,,,,,,
182,apache/camel,components/camel-cometd/src/test/java/org/apache/camel/component/cometd/SslGlobalContextParametersCometdProducerConsumerTest.java,SslGlobalContextParametersCometdProducerConsumerTest.java,L96 - L96,git diff ef916c2 8471034 components/camel-cometd/src/test/java/org/apache/camel/component/cometd/SslGlobalContextParametersCometdProducerConsumerTest.java,https://github.com/apache/camel/commit/8471034ce6d027b1614ca8e98633321b5e26410f,,,,,,,,,
183,apache/camel,components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FileToFtpsExplicitSSLWithoutClientAuthAndGlobalSSLContextParametersTest.java,FileToFtpsExplicitSSLWithoutClientAuthAndGlobalSSLContextParametersTest.java,L41 - L41,git diff ef916c2 8471034 components/camel-ftp/src/test/java/org/apache/camel/component/file/remote/FileToFtpsExplicitSSLWithoutClientAuthAndGlobalSSLContextParametersTest.java,https://github.com/apache/camel/commit/8471034ce6d027b1614ca8e98633321b5e26410f,,,,,,,,,
184,apache/camel,components/camel-lumberjack/src/test/java/org/apache/camel/component/lumberjack/LumberjackComponentGlobalSSLTest.java,LumberjackComponentGlobalSSLTest.java,L47 - L47,git diff ef916c2 8471034 components/camel-lumberjack/src/test/java/org/apache/camel/component/lumberjack/LumberjackComponentGlobalSSLTest.java,https://github.com/apache/camel/commit/8471034ce6d027b1614ca8e98633321b5e26410f,,,,,,,,,
185,apache/camel,components/camel-mina2/src/test/java/org/apache/camel/component/mina2/Mina2SslGlobalContextParametersTcpTest.java,Mina2SslGlobalContextParametersTcpTest.java,L37 - L37,git diff ef916c2 8471034 components/camel-mina2/src/test/java/org/apache/camel/component/mina2/Mina2SslGlobalContextParametersTcpTest.java,https://github.com/apache/camel/commit/8471034ce6d027b1614ca8e98633321b5e26410f,,,,,,,,,
186,apache/camel,components/camel-netty/src/test/java/org/apache/camel/component/netty/NettyGlobalSSLContextParametersTest.java,NettyGlobalSSLContextParametersTest.java,L59 - L59,git diff ef916c2 8471034 components/camel-netty/src/test/java/org/apache/camel/component/netty/NettyGlobalSSLContextParametersTest.java,https://github.com/apache/camel/commit/8471034ce6d027b1614ca8e98633321b5e26410f,,,,,,,,,
187,apache/camel,components/camel-netty4/src/test/java/org/apache/camel/component/netty4/NettyGlobalSSLContextParametersTest.java,NettyGlobalSSLContextParametersTest.java,L59 - L59,git diff ef916c2 8471034 components/camel-netty4/src/test/java/org/apache/camel/component/netty4/NettyGlobalSSLContextParametersTest.java,https://github.com/apache/camel/commit/8471034ce6d027b1614ca8e98633321b5e26410f,,,,,,,,,
188,apache/camel,components/camel-restlet/src/test/java/org/apache/camel/component/restlet/RestletHttpsWithGlobalSSLContextParametersTest.java,RestletHttpsWithGlobalSSLContextParametersTest.java,L56 - L56,git diff ef916c2 8471034 components/camel-restlet/src/test/java/org/apache/camel/component/restlet/RestletHttpsWithGlobalSSLContextParametersTest.java,https://github.com/apache/camel/commit/8471034ce6d027b1614ca8e98633321b5e26410f,,,,,,,,,
189,apache/camel,components/camel-websocket/src/test/java/org/apache/camel/component/websocket/WebsocketSSLContextGlobalRouteExampleTest.java,WebsocketSSLContextGlobalRouteExampleTest.java,L98 - L98,git diff ef916c2 8471034 components/camel-websocket/src/test/java/org/apache/camel/component/websocket/WebsocketSSLContextGlobalRouteExampleTest.java,https://github.com/apache/camel/commit/8471034ce6d027b1614ca8e98633321b5e26410f,,,,,,,,,
190,apache/camel,components/camel-undertow/src/main/java/org/apache/camel/component/undertow/UndertowClientCallback.java,UndertowClientCallback.java,L201 - L215,git diff 693aa8a d490978 components/camel-undertow/src/main/java/org/apache/camel/component/undertow/UndertowClientCallback.java,https://github.com/apache/camel/commit/d490978eba141213c5b43cbbef13406c917132cc,,,,,,,,,
191,apache/camel,components/camel-consul/src/main/java/org/apache/camel/component/consul/cloud/ConsulServiceDiscovery.java,ConsulServiceDiscovery.java,L48 - L48,git diff a8a6b74 e706379 components/camel-consul/src/main/java/org/apache/camel/component/consul/cloud/ConsulServiceDiscovery.java,https://github.com/apache/camel/commit/e706379876127c23f22e56d2ea0740a4b13bb5e1,,,,,,,,,
192,apache/camel,components/camel-consul/src/main/java/org/apache/camel/component/consul/enpoint/ConsulAgentProducer.java,ConsulAgentProducer.java,L27 - L27,git diff a8a6b74 e706379 components/camel-consul/src/main/java/org/apache/camel/component/consul/enpoint/ConsulAgentProducer.java,https://github.com/apache/camel/commit/e706379876127c23f22e56d2ea0740a4b13bb5e1,,,,,,,,,
193,apache/camel,components/camel-consul/src/main/java/org/apache/camel/component/consul/enpoint/ConsulEventConsumer.java,ConsulEventConsumer.java,L38 - L38,git diff a8a6b74 e706379 components/camel-consul/src/main/java/org/apache/camel/component/consul/enpoint/ConsulEventConsumer.java,https://github.com/apache/camel/commit/e706379876127c23f22e56d2ea0740a4b13bb5e1,,,,,,,,,
194,apache/camel,components/camel-consul/src/main/java/org/apache/camel/component/consul/enpoint/ConsulEventProducer.java,ConsulEventProducer.java,L31 - L31,git diff a8a6b74 e706379 components/camel-consul/src/main/java/org/apache/camel/component/consul/enpoint/ConsulEventProducer.java,https://github.com/apache/camel/commit/e706379876127c23f22e56d2ea0740a4b13bb5e1,,,,,,,,,
195,apache/camel,components/camel-consul/src/main/java/org/apache/camel/component/consul/enpoint/ConsulKeyValueConsumer.java,ConsulKeyValueConsumer.java,L38 - L38,git diff a8a6b74 e706379 components/camel-consul/src/main/java/org/apache/camel/component/consul/enpoint/ConsulKeyValueConsumer.java,https://github.com/apache/camel/commit/e706379876127c23f22e56d2ea0740a4b13bb5e1,,,,,,,,,
196,apache/camel,components/camel-consul/src/main/java/org/apache/camel/component/consul/enpoint/ConsulKeyValueProducer.java,ConsulKeyValueProducer.java,L32 - L32,git diff a8a6b74 e706379 components/camel-consul/src/main/java/org/apache/camel/component/consul/enpoint/ConsulKeyValueProducer.java,https://github.com/apache/camel/commit/e706379876127c23f22e56d2ea0740a4b13bb5e1,,,,,,,,,
197,apache/camel,components/camel-consul/src/main/java/org/apache/camel/component/consul/cloud/ConsulServiceDiscovery.java,ConsulServiceDiscovery.java,L46 - L46,git diff ea3a02e 6f4fdf9 components/camel-consul/src/main/java/org/apache/camel/component/consul/cloud/ConsulServiceDiscovery.java,https://github.com/apache/camel/commit/6f4fdf9e05f437a1f2d7a608131ceda55f28deb9,,,,,,,,,
198,apache/camel,camel-core/src/main/java/org/apache/camel/builder/DefaultFluentProducerTemplate.java,DefaultFluentProducerTemplate.java,L61 - L61,git diff 4c8eab4 05cbb33 camel-core/src/main/java/org/apache/camel/builder/DefaultFluentProducerTemplate.java,https://github.com/apache/camel/commit/05cbb33c0da05aeb4c8c70137a41d53a58c38388,,,,,,,,,
199,apache/camel,components/camel-spring-cloud/src/main/java/org/apache/camel/spring/cloud/CamelCloudServiceDiscovery.java,CamelCloudServiceDiscovery.java,L48 - L48,git diff 2c3fa6c 6153145 components/camel-spring-cloud/src/main/java/org/apache/camel/spring/cloud/CamelCloudServiceDiscovery.java,https://github.com/apache/camel/commit/615314557f2a9db97266a23e6cec8d3ed5039d79,,,,,,,,,
200,apache/camel,components/camel-spring-cloud/src/main/java/org/apache/camel/spring/cloud/CamelCloudServiceDiscovery.java,CamelCloudServiceDiscovery.java,L49 - L49,git diff 2c3fa6c 6153145 components/camel-spring-cloud/src/main/java/org/apache/camel/spring/cloud/CamelCloudServiceDiscovery.java,https://github.com/apache/camel/commit/615314557f2a9db97266a23e6cec8d3ed5039d79,,,,,,,,,
201,apache/camel,components/camel-hazelcast/src/main/java/org/apache/camel/component/hazelcast/policy/HazelcastRoutePolicy.java,HazelcastRoutePolicy.java,L78 - L82,git diff 34e2c13 1494988 components/camel-hazelcast/src/main/java/org/apache/camel/component/hazelcast/policy/HazelcastRoutePolicy.java,https://github.com/apache/camel/commit/1494988ef3f66f1bc7b459266e384b44066de61e,,,,,,,,,
202,apache/camel,components/camel-mina2/src/test/java/org/apache/camel/component/mina2/Mina2CustomCodecTest.java,Mina2CustomCodecTest.java,L65 - L65,git diff 06b69e5 862727b components/camel-mina2/src/test/java/org/apache/camel/component/mina2/Mina2CustomCodecTest.java,https://github.com/apache/camel/commit/862727bfaee2d18e14035780405ce9972a30a16a,,,,,,,,,
203,apache/camel,components/camel-reactive-streams/src/main/java/org/apache/camel/component/reactive/streams/api/CamelReactiveStreams.java,CamelReactiveStreams.java,L53 - L61,git diff 40b42e6 9cbda1a components/camel-reactive-streams/src/main/java/org/apache/camel/component/reactive/streams/api/CamelReactiveStreams.java,https://github.com/apache/camel/commit/9cbda1a1042e0ce463fa4a2b57ca56369137b934,,,,,,,,,
204,apache/camel,components/camel-jpa/src/test/java/org/apache/camel/processor/jpa/JpaPollingConsumerLockEntityTest.java,JpaPollingConsumerLockEntityTest.java,L84 - L89,git diff 9a5f83f 6795c11 components/camel-jpa/src/test/java/org/apache/camel/processor/jpa/JpaPollingConsumerLockEntityTest.java,https://github.com/apache/camel/commit/6795c114ac825f020b85d2a6929ddf5f200c78d5,,,,,,,,,
205,apache/camel,components/camel-firebase/src/test/java/org/apache/camel/component/firebase/FirebaseConsumerDeleteTest.java,FirebaseConsumerDeleteTest.java,L37 - L40,git diff 8a4a3cd cec7b30 components/camel-firebase/src/test/java/org/apache/camel/component/firebase/FirebaseConsumerDeleteTest.java,https://github.com/apache/camel/commit/cec7b30f3395529dae6dc5b5d46ff0e64cb1d209,,,,,,,,,
206,apache/camel,tests/camel-itest-spring-boot/src/test/java/org/apache/camel/itest/springboot/util/ArquillianPackager.java,ArquillianPackager.java,L94 - L94,git diff d30d784 a441b89 tests/camel-itest-spring-boot/src/test/java/org/apache/camel/itest/springboot/util/ArquillianPackager.java,https://github.com/apache/camel/commit/a441b8938d036df618990e719d2f4a140840442d,,,,,,,,,
207,apache/camel,tests/camel-itest-spring-boot/src/test/java/org/apache/camel/itest/springboot/util/ArquillianPackager.java,ArquillianPackager.java,L95 - L95,git diff d30d784 a441b89 tests/camel-itest-spring-boot/src/test/java/org/apache/camel/itest/springboot/util/ArquillianPackager.java,https://github.com/apache/camel/commit/a441b8938d036df618990e719d2f4a140840442d,,,,,,,,,
208,apache/camel,tests/camel-itest-spring-boot/src/test/java/org/apache/camel/itest/springboot/util/ArquillianPackager.java,ArquillianPackager.java,L116 - L116,git diff d30d784 a441b89 tests/camel-itest-spring-boot/src/test/java/org/apache/camel/itest/springboot/util/ArquillianPackager.java,https://github.com/apache/camel/commit/a441b8938d036df618990e719d2f4a140840442d,,,,,,,,,
209,apache/camel,tests/camel-itest-spring-boot/src/test/java/org/apache/camel/itest/springboot/util/ArquillianPackager.java,ArquillianPackager.java,L169 - L169,git diff d30d784 a441b89 tests/camel-itest-spring-boot/src/test/java/org/apache/camel/itest/springboot/util/ArquillianPackager.java,https://github.com/apache/camel/commit/a441b8938d036df618990e719d2f4a140840442d,,,,,,,,,
210,apache/camel,components/camel-cdi/src/main/java/org/apache/camel/cdi/CdiCamelExtension.java,CdiCamelExtension.java,L305 - L305,git diff afc9d55 12530e8 components/camel-cdi/src/main/java/org/apache/camel/cdi/CdiCamelExtension.java,https://github.com/apache/camel/commit/12530e8e68ed010049b1534cbcfbad1a6659cac9,,,,,,,,,
