oopsla2017项目,,,,,,,,
92,neo4j/neo4j,enterprise/core-edge/src/test/java/org/neo4j/coreedge/discovery/procedures/GetServersProcedureTest.java,GetServersProcedureTest.java,L224-L224,21,git diff 1bc4fcc77ecb3b98e4bf53d16b4bd2c61473dd72 6088282cc974ffd692f801226c8a4c025e9fe29e enterprise/core-edge/src/test/java/org/neo4j/coreedge/discovery/procedures/GetServersProcedureTest.java,https://github.com/neo4j/neo4j/commit/6088282cc974ffd692f801226c8a4c025e9fe29e,
93,neo4j/neo4j,enterprise/core-edge/src/test/java/org/neo4j/coreedge/discovery/procedures/GetServersProcedureTest.java,GetServersProcedureTest.java,L225-L225,21,git diff 1bc4fcc77ecb3b98e4bf53d16b4bd2c61473dd72 6088282cc974ffd692f801226c8a4c025e9fe29e enterprise/core-edge/src/test/java/org/neo4j/coreedge/discovery/procedures/GetServersProcedureTest.java,https://github.com/neo4j/neo4j/commit/6088282cc974ffd692f801226c8a4c025e9fe29e,
94,neo4j/neo4j,enterprise/core-edge/src/test/java/org/neo4j/coreedge/discovery/procedures/GetServersProcedureTest.java,GetServersProcedureTest.java,L250-L250,21,git diff 1bc4fcc77ecb3b98e4bf53d16b4bd2c61473dd72 6088282cc974ffd692f801226c8a4c025e9fe29e enterprise/core-edge/src/test/java/org/neo4j/coreedge/discovery/procedures/GetServersProcedureTest.java,https://github.com/neo4j/neo4j/commit/6088282cc974ffd692f801226c8a4c025e9fe29e,
95,neo4j/neo4j,enterprise/core-edge/src/test/java/org/neo4j/coreedge/discovery/procedures/GetServersProcedureTest.java,GetServersProcedureTest.java,L251-L251,21,git diff 1bc4fcc77ecb3b98e4bf53d16b4bd2c61473dd72 6088282cc974ffd692f801226c8a4c025e9fe29e enterprise/core-edge/src/test/java/org/neo4j/coreedge/discovery/procedures/GetServersProcedureTest.java,https://github.com/neo4j/neo4j/commit/6088282cc974ffd692f801226c8a4c025e9fe29e,
96,neo4j/neo4j,enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/integration/bolt/LdapAuthenticationIT.java,LdapAuthenticationIT.java,L116-L119,28,git diff 1aca3ed367333506747b8559ee18e2fe835a2213 b371758171eb38f67c82db43eda97047ba67d277 enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/integration/bolt/LdapAuthenticationIT.java,https://github.com/neo4j/neo4j/commit/b371758171eb38f67c82db43eda97047ba67d277,
97,neo4j/neo4j,enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/integration/bolt/LdapAuthenticationIT.java,LdapAuthenticationIT.java,L126-L129,28,git diff 1aca3ed367333506747b8559ee18e2fe835a2213 b371758171eb38f67c82db43eda97047ba67d277 enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/integration/bolt/LdapAuthenticationIT.java,https://github.com/neo4j/neo4j/commit/b371758171eb38f67c82db43eda97047ba67d277,
98,neo4j/neo4j,enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/integration/bolt/LdapAuthenticationIT.java,LdapAuthenticationIT.java,L788-L794,28,git diff 1aca3ed367333506747b8559ee18e2fe835a2213 b371758171eb38f67c82db43eda97047ba67d277 enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/integration/bolt/LdapAuthenticationIT.java,https://github.com/neo4j/neo4j/commit/b371758171eb38f67c82db43eda97047ba67d277,
99,neo4j/neo4j,enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/integration/bolt/LdapAuthenticationIT.java,LdapAuthenticationIT.java,L796-L809,28,git diff 1aca3ed367333506747b8559ee18e2fe835a2213 b371758171eb38f67c82db43eda97047ba67d277 enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/integration/bolt/LdapAuthenticationIT.java,https://github.com/neo4j/neo4j/commit/b371758171eb38f67c82db43eda97047ba67d277,
100,neo4j/neo4j,enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/integration/bolt/LdapAuthenticationIT.java,LdapAuthenticationIT.java,L812-L814,28,git diff 1aca3ed367333506747b8559ee18e2fe835a2213 b371758171eb38f67c82db43eda97047ba67d277 enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/integration/bolt/LdapAuthenticationIT.java,https://github.com/neo4j/neo4j/commit/b371758171eb38f67c82db43eda97047ba67d277,
101,neo4j/neo4j,enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/integration/bolt/LdapAuthenticationIT.java,LdapAuthenticationIT.java,L817-L821,28,git diff 1aca3ed367333506747b8559ee18e2fe835a2213 b371758171eb38f67c82db43eda97047ba67d277 enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/integration/bolt/LdapAuthenticationIT.java,https://github.com/neo4j/neo4j/commit/b371758171eb38f67c82db43eda97047ba67d277,
102,neo4j/neo4j,enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/FileUserRealmTest.java,FileUserRealmTest.java,L196-L196,1,git diff 8bb128303656dabe23a1e0638e24aec7676a75a1 6ff4d76b8a562fb93b3fa24c7ff26a863c29615f enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/FileUserRealmTest.java,https://github.com/neo4j/neo4j/commit/6ff4d76b8a562fb93b3fa24c7ff26a863c29615f,可能是flaky但是有x
103,neo4j/neo4j,enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/FileUserRealmTest.java,FileUserRealmTest.java,L197-L197,1,git diff 8bb128303656dabe23a1e0638e24aec7676a75a1 6ff4d76b8a562fb93b3fa24c7ff26a863c29615f enterprise/security/src/test/java/org/neo4j/server/security/enterprise/auth/FileUserRealmTest.java,https://github.com/neo4j/neo4j/commit/6ff4d76b8a562fb93b3fa24c7ff26a863c29615f,可能是flaky但是有x
104,neo4j/neo4j,community/kernel/src/test/java/org/neo4j/kernel/impl/store/CommonAbstractStoreBehaviourTest.java,CommonAbstractStoreBehaviourTest.java,L141-L141,63,git diff 70a519437469203c5eb5af18446d802c766ca177 8d38e4c69a4d6d1a0e6effdebb5758ba571619a7 community/kernel/src/test/java/org/neo4j/kernel/impl/store/CommonAbstractStoreBehaviourTest.java,https://github.com/neo4j/neo4j/commit/8d38e4c69a4d6d1a0e6effdebb5758ba571619a7,
105,neo4j/neo4j,enterprise/core-edge/src/main/java/org/neo4j/coreedge/raft/log/PhysicalRaftLogEntryCursor.java,PhysicalRaftLogEntryCursor.java,L63-L63,46,git diff 966f75643e7518e8e68288e35a8923affcdaf0de d2b1af220219d0697d41fc0a4e1c65d2eb419d78 enterprise/core-edge/src/main/java/org/neo4j/coreedge/raft/log/PhysicalRaftLogEntryCursor.java,https://github.com/neo4j/neo4j/commit/d2b1af220219d0697d41fc0a4e1c65d2eb419d78,
106,neo4j/neo4j,enterprise/core-edge/src/main/java/org/neo4j/coreedge/raft/log/PhysicalRaftLogEntryCursor.java,PhysicalRaftLogEntryCursor.java,L73-L73,46,git diff 966f75643e7518e8e68288e35a8923affcdaf0de d2b1af220219d0697d41fc0a4e1c65d2eb419d78 enterprise/core-edge/src/main/java/org/neo4j/coreedge/raft/log/PhysicalRaftLogEntryCursor.java,https://github.com/neo4j/neo4j/commit/d2b1af220219d0697d41fc0a4e1c65d2eb419d78,
107,prestodb/presto,presto-hive/src/test/java/com/facebook/presto/hive/TestOrcPageSourceMemoryTracking.java,TestOrcPageSourceMemoryTracking.java,L447-L447,1,git diff 7d3a2136e0bd340178a8644bf1ee6ebfe411777f 8b65f6f6bcaa78c3870e797629c87cbee85f3b8f presto-hive/src/test/java/com/facebook/presto/hive/TestOrcPageSourceMemoryTracking.java,https://github.com/prestodb/presto/commit/8b65f6f6bcaa78c3870e797629c87cbee85f3b8f,无关
apache项目,,,,,,,,
seq,project,file path,file name,line number,modified java files,git command, commit link,
1,apache/geode,geode-redis/src/distributedTest/java/org/apache/geode/redis/internal/executor/hash/HashesAndCrashesDUnitTest.java,HashesAndCrashesDUnitTest.java,L267-L267,9,git diff 7ca77ccf8eb38d298bc53a870a6e90624098ce91 4637498e1f933d13f298b10b65dbc2af776c5c98 geode-redis/src/distributedTest/java/org/apache/geode/redis/internal/executor/hash/HashesAndCrashesDUnitTest.java,https://github.com/apache/geode/commit/4637498e1f933d13f298b10b65dbc2af776c5c98,无关
2,apache/geode,geode-redis/src/distributedTest/java/org/apache/geode/redis/internal/executor/hash/HashesAndCrashesDUnitTest.java,HashesAndCrashesDUnitTest.java,L294-L294,9,git diff 7ca77ccf8eb38d298bc53a870a6e90624098ce91 4637498e1f933d13f298b10b65dbc2af776c5c98 geode-redis/src/distributedTest/java/org/apache/geode/redis/internal/executor/hash/HashesAndCrashesDUnitTest.java,https://github.com/apache/geode/commit/4637498e1f933d13f298b10b65dbc2af776c5c98,无关
3,apache/geode,geode-redis/src/distributedTest/java/org/apache/geode/redis/internal/executor/hash/HashesAndCrashesDUnitTest.java,HashesAndCrashesDUnitTest.java,L323-L323,9,git diff 7ca77ccf8eb38d298bc53a870a6e90624098ce91 4637498e1f933d13f298b10b65dbc2af776c5c98 geode-redis/src/distributedTest/java/org/apache/geode/redis/internal/executor/hash/HashesAndCrashesDUnitTest.java,https://github.com/apache/geode/commit/4637498e1f933d13f298b10b65dbc2af776c5c98,无关
4,apache/geode,geode-redis/src/main/java/org/apache/geode/redis/internal/PubSubImpl.java,PubSubImpl.java,L100-L104,9,git diff 1a0d9769e482f49e0c725c0d6adc75d324f88958 9f8a2ff2b43c183b4824dd5ab764ecd2243cb2e1 geode-redis/src/main/java/org/apache/geode/redis/internal/PubSubImpl.java,https://github.com/apache/geode/commit/9f8a2ff2b43c183b4824dd5ab764ecd2243cb2e1,噪声
5,apache/geode,extensions/geode-modules/src/main/java/org/apache/geode/modules/session/catalina/DeltaSession.java,DeltaSession.java,L121-L121,32,git diff bbd09ef40b1f677634b918cb218f7faae43ad65c c4df938c27e02538ab0468498110951c55e5be74 extensions/geode-modules/src/main/java/org/apache/geode/modules/session/catalina/DeltaSession.java,https://github.com/apache/geode/commit/c4df938c27e02538ab0468498110951c55e5be74,无关
6,apache/geode,geode-core/src/distributedTest/java/org/apache/geode/internal/jta/dunit/TransactionTimeOutDUnitTest.java,TransactionTimeOutDUnitTest.java,L194-L194,1,git diff dafa5f019d41560c952baffb8af82faa3bd2d757 c79cd1d244bd0ac07712ebdb61273ec15e69ca84 geode-core/src/distributedTest/java/org/apache/geode/internal/jta/dunit/TransactionTimeOutDUnitTest.java,https://github.com/apache/geode/commit/c79cd1d244bd0ac07712ebdb61273ec15e69ca84,无关
7,apache/geode,geode-core/src/integrationTest/java/org/apache/geode/distributed/internal/membership/gms/messenger/JGroupsMessengerJUnitTest.java,JGroupsMessengerJUnitTest.java,L246-L250,99,git diff 63714964f354024591dba4c77623d4e8eeef2c8e 743c925efa608719aca1ee6249d3c8ee3901905c geode-core/src/integrationTest/java/org/apache/geode/distributed/internal/membership/gms/messenger/JGroupsMessengerJUnitTest.java,https://github.com/apache/geode/commit/743c925efa608719aca1ee6249d3c8ee3901905c,无关
8,apache/geode,geode-core/src/main/java/org/apache/geode/internal/logging/SortLogFile.java,SortLogFile.java,L53-L67,99,git diff 63714964f354024591dba4c77623d4e8eeef2c8e 743c925efa608719aca1ee6249d3c8ee3901905c geode-core/src/main/java/org/apache/geode/internal/logging/SortLogFile.java,https://github.com/apache/geode/commit/743c925efa608719aca1ee6249d3c8ee3901905c,无关
9,apache/geode,geode-core/src/test/java/org/apache/geode/internal/cache/tier/sockets/DataSerializerPropagationDUnitTest.java,DataSerializerPropagationDUnitTest.java,L632-L632,2,git diff 3a9d9f341614b9020ae963766eafca7b8b956045 4b9dc96fe4771e31efd09398965f7eb496faeae5 geode-core/src/test/java/org/apache/geode/internal/cache/tier/sockets/DataSerializerPropagationDUnitTest.java,https://github.com/apache/geode/commit/4b9dc96fe4771e31efd09398965f7eb496faeae5,无关
10,apache/geode,geode-core/src/test/java/org/apache/geode/internal/cache/tier/sockets/DataSerializerPropagationDUnitTest.java,DataSerializerPropagationDUnitTest.java,L637-L637,2,git diff 3a9d9f341614b9020ae963766eafca7b8b956045 4b9dc96fe4771e31efd09398965f7eb496faeae5 geode-core/src/test/java/org/apache/geode/internal/cache/tier/sockets/DataSerializerPropagationDUnitTest.java,https://github.com/apache/geode/commit/4b9dc96fe4771e31efd09398965f7eb496faeae5,无关
11,apache/geode,geode-core/src/test/java/org/apache/geode/internal/cache/partitioned/PersistentColocatedPartitionedRegionDUnitTest.java,PersistentColocatedPartitionedRegionDUnitTest.java,L526-L528,1,git diff 00c46557e9630afbb941a219a0a7e4973893517c 0d2823ffe602ac029144614ea811e95084afeb47 geode-core/src/test/java/org/apache/geode/internal/cache/partitioned/PersistentColocatedPartitionedRegionDUnitTest.java,https://github.com/apache/geode/commit/0d2823ffe602ac029144614ea811e95084afeb47,无关
12,apache/geode,geode-core/src/test/java/org/apache/geode/internal/cache/partitioned/PersistentColocatedPartitionedRegionDUnitTest.java,PersistentColocatedPartitionedRegionDUnitTest.java,L1250-L1252,1,git diff 00c46557e9630afbb941a219a0a7e4973893517c 0d2823ffe602ac029144614ea811e95084afeb47 geode-core/src/test/java/org/apache/geode/internal/cache/partitioned/PersistentColocatedPartitionedRegionDUnitTest.java,https://github.com/apache/geode/commit/0d2823ffe602ac029144614ea811e95084afeb47,无关
13,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncBatchRpcRetryingCaller.java,AsyncBatchRpcRetryingCaller.java,L324-L362,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncBatchRpcRetryingCaller.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
14,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncBufferedMutatorImpl.java,AsyncBufferedMutatorImpl.java,L112-L112,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncBufferedMutatorImpl.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
15,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncHBaseAdmin.java,AsyncHBaseAdmin.java,L71-L77,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncHBaseAdmin.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
16,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncMasterRequestRpcRetryingCaller.java,AsyncMasterRequestRpcRetryingCaller.java,L59-L66,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncMasterRequestRpcRetryingCaller.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
17,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncNonMetaRegionLocator.java,AsyncNonMetaRegionLocator.java,L505-L511,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncNonMetaRegionLocator.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
18,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncTableImpl.java,AsyncTableImpl.java,L91-L97,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncTableImpl.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
19,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,RawAsyncHBaseAdmin.java,L862-L880,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
20,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,RawAsyncHBaseAdmin.java,L1033-L1047,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
21,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,RawAsyncHBaseAdmin.java,L1496-L1510,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
22,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,RawAsyncHBaseAdmin.java,L1639-L1649,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/client/RawAsyncHBaseAdmin.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
23,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/filter/FilterListBase.java,FilterListBase.java,L60-L60,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-client/src/main/java/org/apache/hadoop/hbase/filter/FilterListBase.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
24,apache/hbase,hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/AssignmentManager.java,AssignmentManager.java,L530-L530,1030,git diff 3af7d02d1d2606ffc2a672b40218a2dfedecef9f 1584d24a335ac1a77f05629db8eda5aeaba8f461 hbase-server/src/main/java/org/apache/hadoop/hbase/master/assignment/AssignmentManager.java,https://github.com/apache/hbase/commit/1584d24a335ac1a77f05629db8eda5aeaba8f461,修改文件过多
25,apache/hbase,hbase-thrift/src/test/java/org/apache/hadoop/hbase/thrift/TestThriftHttpServer.java,TestThriftHttpServer.java,L120-L126,1,git diff 4f7aa3b71d2ebfa57f890c5ebaaf166fb7128597 dda8018b0fd2939f98c8c86158226202f4692333 hbase-thrift/src/test/java/org/apache/hadoop/hbase/thrift/TestThriftHttpServer.java,https://github.com/apache/hbase/commit/dda8018b0fd2939f98c8c86158226202f4692333,无关
26,apache/hbase,hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncHBaseAdmin.java,AsyncHBaseAdmin.java,L1882-L1888,2,git diff 3aac047a4f23d0b3a1d83802ad39d6b2c5d23ffc 23ea2c36f52283631ce665e04f2af433fc25ae55 hbase-client/src/main/java/org/apache/hadoop/hbase/client/AsyncHBaseAdmin.java,https://github.com/apache/hbase/commit/23ea2c36f52283631ce665e04f2af433fc25ae55,无关
